traffic_indicator,traffic_indicator_LR,location,time_block,weather,month,date,day
2,1.96,kalshi,b,2,nov,13,wed
3,2.22,mirpur_14,e,2,feb,20,thu
2,2.63,matikata,f,1,apr,19,fri
3,2.52,mirpur_10,d,3,aug,17,mon
2,1.65,mirpur_14,b,3,oct,20,tue
2,2.14,mirpur_11,d,3,jul,30,fri
3,2.21,mirpur_11,a,2,jan,1,sat
2,2.44,kalshi,c,2,feb,19,sat
3,2.53,begum_rokeya,e,2,jan,10,mon
3,2.3,mirpur_14,b,2,dec,11,sun
1,2.06,mirpur_14,f,3,jul,7,thu
2,2.51,kalshi,c,2,dec,11,fri
2,1.88,kalshi,a,3,oct,31,sat
2,2.12,matikata,d,1,jun,3,fri
1,1.81,mirpur_11,c,2,nov,3,wed
2,1.91,jahangir_gate,c,3,oct,2,sun
2,2.06,matikata,e,1,mar,17,tue
1,1.93,bijoy_shoroni,e,3,sep,15,tue
2,2.53,kalshi,d,2,dec,24,thu
3,2.49,mirpur_11,a,3,aug,23,sun
3,2.73,jahangir_gate,a,1,apr,20,sat
1,2.0,bijoy_shoroni,f,3,oct,11,mon
3,2.58,jahangir_gate,a,2,dec,28,sat
3,2.3,begum_rokeya,a,1,mar,31,wed
2,2.17,mirpur_12,a,2,jan,6,sun
2,2.53,cantonment,b,2,feb,2,sat
3,1.83,mirpur_11,a,2,nov,30,wed
2,2.77,cantonment,e,1,apr,20,mon
3,2.13,begum_rokeya,e,2,nov,24,thu
1,1.73,mirpur_11,d,3,oct,3,thu
3,2.46,mirpur_14,f,1,apr,18,thu
3,2.15,mirpur_11,f,3,jul,31,sat
3,2.59,jahangir_gate,c,2,dec,22,wed
3,2.41,jahangir_gate,c,2,jan,23,thu
2,1.96,cantonment,a,3,oct,6,sun
3,2.21,mirpur_14,f,2,feb,25,mon
3,2.37,mirpur_14,f,3,aug,9,fri
2,2.11,mirpur_12,a,3,jul,27,sat
3,2.42,jahangir_gate,b,2,jan,21,tue
3,2.81,begum_rokeya,c,3,aug,3,wed
3,2.64,begum_rokeya,a,2,feb,10,wed
2,2.15,matikata,e,1,jun,22,tue
3,2.05,begum_rokeya,c,3,oct,8,sat
2,2.64,matikata,c,1,apr,26,sun
2,2.62,kalshi,c,3,aug,11,thu
3,2.21,begum_rokeya,a,1,may,13,thu
3,2.71,begum_rokeya,f,2,dec,16,thu
3,2.55,begum_rokeya,f,2,jan,19,tue
3,2.21,begum_rokeya,b,1,may,26,sun
2,2.2,kalshi,f,1,jun,29,tue
2,2.28,kalshi,a,3,jul,25,mon
3,2.1,bijoy_shoroni,c,2,nov,25,wed
3,2.81,bijoy_shoroni,b,1,apr,3,sat
2,2.06,matikata,b,1,mar,29,mon
3,2.62,begum_rokeya,a,2,feb,8,sat
3,2.58,mirpur_10,f,1,apr,8,fri
3,2.13,begum_rokeya,b,2,nov,10,tue
2,2.37,cantonment,c,3,jul,8,mon
2,1.69,mirpur_12,b,3,oct,10,thu
3,2.14,begum_rokeya,e,2,nov,25,wed
3,2.34,bijoy_shoroni,e,1,jun,30,wed
3,2.49,bijoy_shoroni,b,2,jan,31,fri
3,1.97,begum_rokeya,e,3,sep,2,wed
2,2.19,kalshi,c,1,jun,20,thu
2,2.14,mirpur_11,e,3,jul,4,sun
2,2.19,kalshi,a,1,jun,17,thu
3,2.2,begum_rokeya,d,1,may,24,mon
2,1.95,mirpur_11,f,1,mar,1,fri
2,2.64,matikata,b,1,apr,18,sat
1,2.15,jahangir_gate,f,1,mar,14,thu
3,2.29,mirpur_14,f,2,dec,12,mon
2,2.22,jahangir_gate,c,1,jun,1,mon
3,2.7,begum_rokeya,f,2,dec,17,fri
2,2.64,matikata,f,1,apr,3,wed
2,2.69,kalshi,a,1,apr,15,thu
2,1.82,mirpur_12,f,1,may,6,fri
1,2.43,bijoy_shoroni,f,3,jul,10,wed
3,2.31,bijoy_shoroni,e,1,jun,1,sat
3,1.93,mirpur_10,d,1,may,14,tue
3,2.28,begum_rokeya,b,1,mar,25,fri
2,2.16,matikata,a,1,jun,30,tue
3,2.21,begum_rokeya,a,1,may,13,wed
1,1.56,mirpur_14,a,3,sep,8,tue
3,2.67,jahangir_gate,a,3,aug,22,thu
3,1.98,begum_rokeya,c,3,sep,22,tue
2,1.97,matikata,d,1,may,24,fri
1,2.23,jahangir_gate,c,1,jun,10,thu
2,2.09,bijoy_shoroni,e,2,nov,9,wed
3,2.66,jahangir_gate,a,3,aug,7,sun
2,1.69,mirpur_10,a,3,sep,27,fri
2,1.96,matikata,a,1,may,8,fri
2,1.87,cantonment,f,3,sep,20,mon
2,2.5,mirpur_12,e,1,apr,11,sat
3,2.44,mirpur_10,f,2,dec,25,sun
2,2.48,matikata,e,2,dec,1,thu
2,2.52,kalshi,e,2,dec,14,sat
3,2.83,bijoy_shoroni,d,1,apr,27,tue
2,2.39,matikata,b,2,feb,22,fri
2,2.57,matikata,c,3,aug,23,mon
2,2.18,cantonment,a,1,mar,18,fri
3,2.57,jahangir_gate,c,2,dec,5,sun
2,1.63,mirpur_14,d,3,oct,23,fri
2,2.09,cantonment,d,1,may,7,fri
2,2.69,cantonment,e,3,aug,5,fri
3,2.32,bijoy_shoroni,b,1,jun,11,thu
3,2.46,begum_rokeya,a,3,jul,4,sun
3,2.62,begum_rokeya,b,2,feb,25,fri
2,2.35,kalshi,e,2,jan,1,sat
3,1.68,mirpur_10,c,3,sep,2,fri
2,2.4,matikata,c,2,feb,27,sun
2,2.0,mirpur_12,b,1,jun,22,sat
3,2.31,mirpur_11,e,2,feb,16,sun
2,2.57,matikata,a,3,aug,20,sat
2,2.15,bijoy_shoroni,c,1,may,27,mon
3,1.98,mirpur_14,a,1,jun,30,wed
3,1.96,mirpur_14,d,1,jun,27,sat
2,2.41,matikata,b,2,feb,13,wed
2,2.37,cantonment,d,3,jul,2,thu
1,1.87,mirpur_11,f,1,may,4,mon
2,1.96,cantonment,d,3,oct,21,mon
3,2.27,mirpur_10,b,2,jan,15,sat
1,1.86,mirpur_14,a,1,mar,8,fri
3,2.39,mirpur_11,b,2,dec,15,sun
2,1.61,mirpur_12,f,3,sep,14,tue
2,1.73,matikata,e,3,sep,11,fri
3,2.47,begum_rokeya,f,3,jul,24,sat
3,2.09,bijoy_shoroni,d,2,nov,17,wed
3,2.25,bijoy_shoroni,c,1,mar,31,tue
1,1.64,mirpur_14,c,3,oct,8,thu
2,2.61,kalshi,f,3,aug,17,sat
3,2.24,mirpur_11,e,2,jan,27,wed
3,2.46,begum_rokeya,b,3,jul,4,sun
2,2.44,kalshi,e,2,feb,4,thu
2,2.25,mirpur_12,e,2,feb,11,mon
2,2.05,matikata,f,1,mar,19,sat
2,2.2,cantonment,d,1,mar,22,tue
2,2.09,mirpur_12,b,3,jul,12,fri
3,2.4,mirpur_14,c,3,aug,24,tue
2,1.75,mirpur_12,d,2,nov,18,fri
2,2.12,cantonment,b,1,may,11,tue
1,1.88,mirpur_11,a,1,may,25,mon
2,1.85,mirpur_12,d,1,may,11,wed
2,2.11,mirpur_12,d,3,jul,29,thu
1,1.88,mirpur_11,e,1,may,9,thu
2,1.99,bijoy_shoroni,c,3,oct,14,fri
3,2.35,mirpur_10,a,2,feb,13,sun
2,2.63,cantonment,e,2,dec,17,tue
2,2.7,cantonment,c,3,aug,21,fri
2,1.6,mirpur_12,d,3,sep,3,thu
2,2.17,mirpur_12,a,2,jan,7,mon
1,2.31,bijoy_shoroni,a,1,jun,4,fri
1,2.05,mirpur_11,d,1,jun,9,sun
3,2.36,begum_rokeya,e,1,jun,28,fri
2,1.95,kalshi,f,2,nov,8,tue
2,2.28,mirpur_12,b,2,feb,26,wed
3,2.29,mirpur_14,f,2,dec,27,fri
1,2.07,jahangir_gate,e,1,may,23,thu
3,2.45,mirpur_14,d,1,apr,10,sun
2,2.15,jahangir_gate,e,1,mar,4,wed
2,1.82,matikata,c,3,oct,6,thu
2,2.1,mirpur_12,f,3,jul,26,mon
3,2.21,mirpur_14,b,2,feb,8,sat
3,2.56,jahangir_gate,b,2,dec,14,mon
2,2.65,matikata,e,1,apr,27,wed
2,2.23,mirpur_11,d,2,jan,31,thu
1,1.86,mirpur_14,b,1,mar,4,fri
2,2.28,cantonment,f,1,jun,25,sat
1,2.06,mirpur_11,a,1,jun,23,thu
2,2.41,bijoy_shoroni,a,3,jul,1,fri
2,2.56,matikata,c,3,aug,19,fri
3,2.22,mirpur_11,a,2,jan,2,sun
2,2.53,cantonment,a,2,feb,20,sat
2,1.74,mirpur_11,b,3,oct,13,thu
2,2.37,kalshi,e,2,jan,31,sun
3,2.42,mirpur_10,b,2,dec,6,fri
2,1.9,matikata,d,2,nov,4,thu
3,2.72,begum_rokeya,d,2,dec,15,tue
2,2.62,cantonment,e,2,dec,1,wed
3,2.24,mirpur_11,d,2,jan,27,wed
2,1.65,mirpur_14,d,3,oct,13,tue
3,2.14,mirpur_14,d,2,jan,1,wed
1,1.94,bijoy_shoroni,f,3,sep,25,wed
2,1.86,kalshi,e,3,oct,14,fri
2,1.64,mirpur_11,d,3,sep,20,fri
3,1.55,mirpur_14,c,3,sep,2,mon
1,1.55,mirpur_14,a,3,sep,9,mon
3,1.92,mirpur_10,d,1,may,9,sat
3,2.74,jahangir_gate,c,1,apr,14,tue
2,2.37,cantonment,f,3,jul,18,sat
3,2.31,mirpur_11,c,2,feb,2,wed
2,1.9,matikata,c,2,nov,28,mon
1,1.88,mirpur_14,d,1,mar,24,sun
2,1.97,cantonment,a,3,oct,27,sun
3,2.49,mirpur_11,d,3,aug,9,tue
3,2.19,begum_rokeya,b,1,may,8,sat
1,2.23,bijoy_shoroni,b,1,mar,27,fri
2,2.28,kalshi,f,3,jul,22,mon
2,2.36,kalshi,d,2,jan,19,sat
2,2.14,matikata,d,1,jun,3,wed
3,2.54,begum_rokeya,c,2,jan,24,mon
3,2.31,mirpur_14,a,2,dec,11,wed
3,2.13,begum_rokeya,c,2,nov,16,tue
2,2.02,kalshi,b,1,may,10,sun
2,2.33,jahangir_gate,d,3,jul,10,sun
3,2.31,mirpur_14,c,2,dec,20,tue
3,2.23,mirpur_11,c,2,jan,27,sun
2,2.49,matikata,e,2,dec,27,tue
1,2.06,jahangir_gate,a,1,may,10,sun
2,2.22,matikata,e,3,jul,1,fri
2,2.13,matikata,d,1,jun,5,sun
2,1.61,mirpur_12,f,3,sep,22,thu
2,2.14,matikata,a,1,jun,2,tue
3,2.6,mirpur_10,a,1,apr,24,sun
3,2.31,mirpur_14,d,2,dec,20,tue
2,1.84,mirpur_12,b,1,may,24,sun
3,2.36,mirpur_10,d,2,feb,12,wed
3,2.72,begum_rokeya,e,2,dec,26,thu
1,1.83,jahangir_gate,d,3,sep,26,mon
2,2.32,matikata,c,2,jan,5,tue
2,2.11,kalshi,c,1,mar,19,thu
2,2.42,bijoy_shoroni,e,3,jul,13,sat
1,2.09,mirpur_10,a,1,jun,28,fri
2,1.95,mirpur_10,c,1,may,27,wed
3,2.65,bijoy_shoroni,d,2,dec,18,fri
3,2.05,begum_rokeya,e,3,oct,18,mon
3,2.64,begum_rokeya,b,2,feb,20,wed
2,2.39,matikata,d,2,feb,9,sun
3,2.63,begum_rokeya,d,2,feb,12,wed
1,2.0,mirpur_10,c,1,mar,22,fri
3,2.74,jahangir_gate,b,1,apr,7,wed
1,2.33,jahangir_gate,e,3,jul,7,thu
3,2.35,mirpur_10,c,2,feb,4,tue
2,1.86,mirpur_14,d,1,mar,6,fri
2,2.53,cantonment,f,2,feb,17,sun
2,1.83,matikata,e,3,oct,13,tue
3,2.35,mirpur_10,c,2,feb,11,thu
2,1.68,mirpur_12,a,3,oct,3,sat
2,1.81,matikata,d,3,oct,3,sat
2,1.93,mirpur_12,d,1,mar,31,tue
2,2.39,cantonment,b,3,jul,27,wed
1,2.32,bijoy_shoroni,f,1,jun,21,mon
2,2.68,kalshi,d,1,apr,10,sun
3,2.46,mirpur_14,a,1,apr,7,wed
2,2.69,kalshi,a,1,apr,8,thu
1,1.97,mirpur_11,a,1,mar,3,wed
2,2.24,matikata,a,3,jul,4,thu
3,2.54,mirpur_10,e,3,aug,17,wed
2,1.76,mirpur_12,a,2,nov,7,sun
2,2.3,matikata,d,2,jan,7,mon
2,2.04,cantonment,a,2,nov,5,thu
2,1.66,mirpur_14,b,3,oct,27,tue
2,1.9,mirpur_11,c,1,may,26,tue
2,2.47,matikata,f,2,dec,3,sat
3,2.02,mirpur_10,e,1,mar,18,wed
2,2.61,cantonment,f,2,dec,25,fri
3,2.75,bijoy_shoroni,b,3,aug,26,mon
3,2.66,jahangir_gate,d,3,aug,15,sat
1,1.8,mirpur_10,a,3,oct,26,wed
1,1.74,mirpur_11,d,3,oct,17,thu
2,1.76,mirpur_12,e,2,nov,15,sun
2,2.62,kalshi,d,3,aug,26,mon
3,2.4,mirpur_11,a,2,dec,1,wed
2,2.35,mirpur_12,e,2,dec,22,thu
3,2.27,mirpur_10,e,2,jan,10,thu
2,2.03,cantonment,d,2,nov,19,sat
2,1.83,matikata,c,3,oct,25,sun
1,2.43,bijoy_shoroni,a,3,jul,23,tue
3,2.28,mirpur_10,c,2,jan,15,tue
3,2.43,mirpur_10,e,2,dec,13,mon
3,2.46,mirpur_14,a,1,apr,25,sun
2,2.15,matikata,e,1,jun,8,wed
1,1.98,jahangir_gate,a,2,nov,14,mon
1,1.65,mirpur_11,f,3,sep,26,mon
2,1.96,mirpur_11,e,1,mar,10,sun
2,2.38,cantonment,d,3,jul,8,wed
2,2.38,cantonment,f,3,jul,19,sun
2,2.28,cantonment,c,1,jun,26,sat
2,1.9,jahangir_gate,a,3,oct,14,fri
1,1.79,mirpur_10,f,3,oct,21,wed
2,2.14,jahangir_gate,f,1,mar,26,fri
3,2.12,begum_rokeya,e,2,nov,22,mon
1,2.05,mirpur_14,a,3,jul,3,sat
2,1.69,mirpur_12,d,3,oct,28,mon
2,1.83,matikata,a,3,oct,18,tue
3,2.47,jahangir_gate,e,2,feb,3,mon
3,2.54,mirpur_10,b,3,aug,27,tue
2,2.45,cantonment,c,2,jan,20,sun
3,2.46,begum_rokeya,c,3,jul,20,mon
3,2.36,begum_rokeya,c,1,jun,1,sat
2,1.94,kalshi,c,2,nov,6,sat
2,1.69,mirpur_10,a,3,sep,1,thu
2,1.75,matikata,a,3,sep,4,wed
1,1.87,mirpur_11,b,1,may,4,sat
2,1.7,mirpur_12,b,3,oct,15,tue
2,2.01,kalshi,f,1,may,24,mon
2,2.06,matikata,e,1,mar,4,wed
2,2.02,mirpur_10,c,1,mar,24,tue
3,2.81,bijoy_shoroni,a,1,apr,4,sat
1,1.66,mirpur_11,f,3,sep,21,wed
3,2.39,mirpur_14,e,3,aug,29,sat
2,1.97,mirpur_11,d,1,mar,23,sat
3,2.37,begum_rokeya,b,1,jun,29,mon
2,2.46,cantonment,d,2,jan,26,tue
2,1.8,kalshi,b,3,sep,23,wed
2,1.97,matikata,a,1,may,28,fri
3,2.81,bijoy_shoroni,e,1,apr,4,sun
1,2.33,bijoy_shoroni,a,1,jun,12,wed
2,2.45,cantonment,f,2,jan,10,thu
3,2.05,begum_rokeya,b,3,oct,2,sun
2,1.83,mirpur_12,a,1,may,24,fri
3,2.38,mirpur_14,d,3,aug,2,mon
3,2.5,bijoy_shoroni,b,2,jan,29,sat
3,2.55,mirpur_11,f,1,apr,19,sun
2,2.61,cantonment,f,2,dec,2,thu
2,2.7,kalshi,a,1,apr,17,wed
2,1.91,matikata,a,2,nov,28,thu
3,2.28,mirpur_10,b,2,jan,12,tue
2,2.5,matikata,d,2,dec,30,wed
2,1.84,matikata,b,3,oct,14,wed
2,2.28,cantonment,c,1,jun,16,sun
3,2.07,bijoy_shoroni,d,2,nov,3,sun
2,2.63,cantonment,e,2,dec,29,wed
2,2.19,mirpur_10,c,3,jul,10,sun
2,2.25,mirpur_12,e,2,feb,1,mon
2,2.72,cantonment,f,3,aug,26,wed
3,2.88,begum_rokeya,a,1,apr,16,tue
2,2.53,kalshi,f,2,dec,24,sat
1,2.31,bijoy_shoroni,c,1,jun,5,fri
3,2.67,jahangir_gate,a,3,aug,4,tue
1,1.79,mirpur_10,a,3,oct,27,tue
3,2.12,begum_rokeya,b,2,nov,13,sat
2,1.98,jahangir_gate,c,2,nov,7,mon
1,1.93,bijoy_shoroni,a,3,sep,24,sat
2,1.78,mirpur_10,e,3,oct,15,thu
3,2.46,mirpur_14,c,1,apr,18,sun
2,2.61,cantonment,e,2,dec,23,mon
3,2.39,begum_rokeya,b,1,jun,29,wed
1,1.87,mirpur_14,a,1,mar,21,mon
3,2.74,jahangir_gate,b,1,apr,16,tue
1,1.99,jahangir_gate,f,2,nov,5,thu
2,1.68,mirpur_10,c,3,sep,11,fri
3,1.96,mirpur_14,c,1,jun,1,wed
2,1.98,matikata,f,1,may,21,thu
3,2.65,jahangir_gate,e,3,aug,1,mon
3,2.27,begum_rokeya,e,1,mar,20,fri
2,1.69,mirpur_12,e,3,oct,30,sat
2,1.65,mirpur_14,e,3,oct,5,wed
1,1.85,mirpur_10,b,2,nov,25,fri
2,2.51,mirpur_12,b,1,apr,24,sun
3,2.21,mirpur_11,d,2,jan,4,sat
3,2.29,begum_rokeya,d,1,mar,30,sat
3,2.49,bijoy_shoroni,a,2,jan,18,mon
3,2.3,begum_rokeya,b,1,mar,30,wed
2,1.69,mirpur_12,e,3,oct,14,thu
1,2.23,jahangir_gate,a,1,jun,7,sun
2,2.45,cantonment,c,2,jan,6,thu
2,1.82,matikata,a,3,oct,24,mon
2,2.27,kalshi,d,3,jul,12,fri
3,2.88,begum_rokeya,d,1,apr,24,wed
3,2.51,mirpur_10,f,3,aug,2,fri
2,1.96,cantonment,b,3,oct,26,sat
3,2.44,mirpur_14,e,1,apr,4,mon
2,2.05,matikata,b,1,mar,3,sun
3,2.58,bijoy_shoroni,d,2,feb,9,tue
2,1.71,mirpur_14,d,2,nov,13,sat
3,2.47,mirpur_14,b,1,apr,15,wed
2,2.1,mirpur_12,e,3,jul,2,thu
3,2.34,mirpur_10,b,2,feb,18,fri
3,2.62,begum_rokeya,a,2,feb,1,sat
3,2.81,begum_rokeya,a,3,aug,17,wed
2,2.25,jahangir_gate,b,1,jun,30,tue
3,1.85,mirpur_10,c,2,nov,1,tue
2,1.99,matikata,a,1,may,29,wed
2,2.58,matikata,e,3,aug,7,wed
2,2.15,matikata,c,1,jun,30,sun
2,1.98,matikata,e,1,may,5,tue
1,1.91,jahangir_gate,f,3,oct,4,sun
2,2.02,bijoy_shoroni,a,3,oct,31,sun
3,1.91,mirpur_10,f,1,may,2,mon
2,1.7,mirpur_10,b,3,sep,6,tue
2,2.64,kalshi,a,3,aug,26,wed
3,2.44,mirpur_10,c,2,dec,14,tue
3,2.58,bijoy_shoroni,d,2,feb,17,thu
3,2.2,begum_rokeya,a,1,may,11,sat
2,2.01,mirpur_10,d,1,mar,23,sat
3,2.21,begum_rokeya,f,1,may,11,tue
2,1.61,mirpur_12,a,3,sep,6,tue
1,1.96,mirpur_14,a,1,jun,16,sun
2,1.84,mirpur_12,e,1,may,29,sat
3,2.47,begum_rokeya,f,3,jul,8,wed
2,1.77,kalshi,a,3,sep,2,mon
2,2.59,matikata,b,3,aug,18,wed
3,1.97,begum_rokeya,f,3,sep,25,sat
1,2.42,bijoy_shoroni,a,3,jul,3,sun
2,2.34,jahangir_gate,d,3,jul,13,tue
2,2.62,kalshi,b,3,aug,26,mon
2,2.41,matikata,f,2,feb,27,thu
2,2.09,mirpur_12,e,3,jul,3,sat
2,2.44,mirpur_12,f,3,aug,6,tue
3,2.81,bijoy_shoroni,f,1,apr,5,sun
1,2.32,jahangir_gate,e,3,jul,12,fri
2,2.67,kalshi,c,1,apr,16,fri
2,1.7,mirpur_10,c,3,sep,7,tue
3,2.22,mirpur_11,e,2,jan,16,sun
2,1.7,mirpur_10,c,3,sep,25,sat
1,2.02,mirpur_10,a,1,mar,13,wed
3,2.21,begum_rokeya,e,1,may,21,thu
3,2.48,mirpur_11,c,3,aug,8,thu
3,2.16,mirpur_11,b,3,jul,30,thu
1,2.33,jahangir_gate,c,3,jul,11,thu
2,2.14,matikata,e,1,jun,29,mon
1,2.07,jahangir_gate,f,1,may,18,tue
2,1.61,mirpur_12,c,3,sep,1,tue
3,1.54,mirpur_14,f,3,sep,2,mon
2,2.44,kalshi,b,2,feb,23,sat
3,2.07,jahangir_gate,a,1,may,29,sat
3,2.55,begum_rokeya,e,2,jan,26,tue
2,1.95,kalshi,d,2,nov,18,thu
2,1.91,bijoy_shoroni,d,3,sep,3,sat
3,2.45,begum_rokeya,c,3,jul,2,fri
3,2.26,mirpur_10,f,2,jan,7,mon
3,2.49,jahangir_gate,d,2,feb,9,tue
3,2.56,jahangir_gate,c,2,dec,23,fri
3,2.88,begum_rokeya,b,1,apr,16,tue
2,2.44,mirpur_12,f,3,aug,22,thu
1,2.15,mirpur_11,e,3,jul,19,sun
3,2.19,begum_rokeya,f,1,may,28,fri
2,2.25,mirpur_12,c,2,feb,9,sat
2,1.9,jahangir_gate,a,3,oct,2,fri
2,2.52,cantonment,f,2,feb,15,fri
2,1.92,mirpur_12,d,1,mar,13,sun
2,2.03,mirpur_10,e,1,mar,31,tue
2,2.14,matikata,f,1,jun,16,sun
2,2.01,bijoy_shoroni,e,3,oct,8,thu
2,2.15,bijoy_shoroni,e,1,may,18,sat
3,2.45,mirpur_14,f,1,apr,17,sat
1,2.05,mirpur_14,f,3,jul,18,mon
3,2.28,mirpur_10,b,2,jan,28,tue
3,2.48,jahangir_gate,d,2,feb,8,sat
3,2.55,mirpur_11,d,1,apr,27,sat
2,1.84,mirpur_12,d,1,may,14,tue
2,2.63,kalshi,d,3,aug,20,tue
3,2.66,bijoy_shoroni,b,2,dec,8,sun
1,2.04,mirpur_11,e,1,jun,6,mon
1,1.68,mirpur_10,f,3,sep,6,fri
3,2.36,mirpur_10,f,2,feb,17,thu
3,2.64,begum_rokeya,a,2,feb,27,thu
2,1.95,cantonment,f,3,oct,9,fri
3,2.51,mirpur_10,b,3,aug,6,fri
2,2.24,matikata,c,3,jul,23,sat
2,1.88,matikata,e,2,nov,11,fri
3,2.47,mirpur_14,a,1,apr,22,wed
3,2.88,begum_rokeya,b,1,apr,28,thu
2,1.79,kalshi,d,3,sep,8,thu
1,1.97,mirpur_14,f,1,jun,25,tue
1,1.92,jahangir_gate,d,3,oct,6,tue
2,2.34,mirpur_12,e,2,dec,19,mon
2,2.63,cantonment,e,2,dec,24,tue
2,2.04,cantonment,b,2,nov,29,sun
2,1.88,mirpur_14,c,1,mar,24,sun
2,1.99,jahangir_gate,e,2,nov,10,sun
2,2.37,kalshi,d,2,jan,31,thu
2,2.79,cantonment,e,1,apr,20,wed
3,2.56,jahangir_gate,a,2,dec,17,fri
3,2.31,mirpur_11,a,2,feb,9,tue
3,2.59,bijoy_shoroni,d,2,feb,22,tue
2,2.34,mirpur_12,d,2,dec,14,sat
3,2.8,begum_rokeya,e,3,aug,29,sat
2,2.04,cantonment,d,2,nov,11,wed
1,2.43,bijoy_shoroni,c,3,jul,14,wed
1,2.15,jahangir_gate,f,1,mar,4,wed
2,2.71,cantonment,c,3,aug,17,sat
2,2.09,mirpur_12,e,3,jul,2,sat
2,1.93,bijoy_shoroni,b,3,sep,17,thu
3,2.41,jahangir_gate,f,2,jan,12,tue
2,2.63,matikata,f,1,apr,6,mon
2,2.23,jahangir_gate,e,1,jun,12,sun
3,2.23,mirpur_14,e,2,feb,19,wed
2,2.71,cantonment,c,3,aug,14,sat
3,2.58,jahangir_gate,b,2,dec,10,tue
2,1.87,cantonment,f,3,sep,11,sat
3,2.21,begum_rokeya,e,1,may,21,tue
3,2.47,mirpur_11,f,3,aug,23,fri
2,1.97,matikata,e,1,may,19,sun
2,2.63,kalshi,c,3,aug,29,sun
2,2.45,kalshi,e,2,feb,22,tue
2,2.27,mirpur_12,b,2,feb,24,sun
2,1.97,mirpur_14,b,1,jun,19,wed
1,2.19,mirpur_10,a,3,jul,3,sun
2,2.45,cantonment,a,2,jan,22,sat
3,2.74,jahangir_gate,c,1,apr,30,thu
3,2.8,begum_rokeya,c,3,aug,30,mon
2,1.84,mirpur_10,e,2,nov,18,fri
2,2.62,cantonment,b,2,dec,24,sat
1,2.09,mirpur_10,f,1,jun,20,mon
2,1.95,kalshi,b,2,nov,5,tue
2,2.03,cantonment,d,2,nov,12,sat
3,2.58,bijoy_shoroni,c,2,feb,21,sun
1,1.91,jahangir_gate,b,3,oct,10,mon
2,2.01,mirpur_12,f,1,jun,15,tue
1,2.42,bijoy_shoroni,a,3,jul,26,mon
3,1.96,begum_rokeya,b,3,sep,20,fri
2,1.77,mirpur_12,a,2,nov,10,wed
2,2.25,matikata,e,3,jul,22,thu
3,2.71,begum_rokeya,c,2,dec,28,mon
1,1.84,mirpur_10,c,2,nov,13,fri
3,2.38,begum_rokeya,c,1,jun,9,wed
3,2.83,bijoy_shoroni,a,1,apr,25,sun
1,1.74,mirpur_11,a,3,oct,15,thu
2,1.79,mirpur_10,b,3,oct,21,thu
3,2.6,mirpur_10,e,1,apr,14,thu
2,2.54,cantonment,d,2,feb,21,thu
3,2.76,bijoy_shoroni,e,3,aug,22,thu
3,2.81,begum_rokeya,d,3,aug,10,wed
2,1.88,kalshi,b,3,oct,6,wed
1,2.02,mirpur_10,f,1,mar,17,tue
2,2.63,matikata,a,1,apr,11,mon
3,2.54,mirpur_11,d,1,apr,4,sun
3,2.42,jahangir_gate,a,2,jan,27,wed
3,2.12,begum_rokeya,a,2,nov,16,sat
1,1.95,mirpur_14,f,1,jun,22,mon
3,2.21,mirpur_14,e,2,feb,24,mon
2,2.43,kalshi,d,2,feb,14,mon
2,1.85,mirpur_12,e,1,may,30,thu
2,2.5,mirpur_12,e,1,apr,17,sat
3,2.53,begum_rokeya,d,2,jan,22,fri
3,2.21,mirpur_14,e,2,feb,11,mon
2,1.88,mirpur_11,c,1,may,24,mon
2,2.18,cantonment,b,1,mar,8,mon
2,1.7,mirpur_10,b,3,sep,25,sun
2,1.64,mirpur_14,d,3,oct,14,thu
3,2.06,begum_rokeya,e,3,oct,19,wed
3,1.88,mirpur_11,c,1,may,31,mon
1,1.75,mirpur_11,e,3,oct,27,tue
2,1.82,mirpur_11,d,2,nov,17,tue
3,2.68,jahangir_gate,b,3,aug,25,tue
3,2.05,begum_rokeya,f,3,oct,16,sun
2,1.93,mirpur_10,b,1,may,31,mon
2,1.7,mirpur_12,c,3,oct,26,wed
3,2.8,begum_rokeya,f,3,aug,4,thu
1,1.58,mirpur_14,e,3,sep,28,wed
2,1.8,mirpur_11,e,2,nov,11,mon
2,2.46,kalshi,b,2,feb,20,wed
2,2.01,bijoy_shoroni,e,3,oct,20,thu
2,2.2,cantonment,c,1,mar,27,sun
2,1.84,jahangir_gate,b,3,sep,8,tue
2,2.58,matikata,a,3,aug,12,thu
2,2.78,cantonment,f,1,apr,19,tue
3,2.29,begum_rokeya,c,1,mar,10,wed
2,2.23,bijoy_shoroni,b,1,mar,12,sat
2,2.13,cantonment,d,1,may,27,wed
3,2.54,begum_rokeya,c,2,jan,13,sun
3,2.2,begum_rokeya,a,1,may,27,mon
3,2.13,mirpur_14,b,2,jan,10,thu
3,2.28,mirpur_10,e,2,jan,8,wed
3,2.76,bijoy_shoroni,c,3,aug,29,sun
1,1.99,jahangir_gate,e,2,nov,3,wed
2,2.53,kalshi,c,2,dec,14,tue
1,2.16,bijoy_shoroni,f,1,may,5,tue
3,2.57,jahangir_gate,f,2,dec,15,thu
2,1.95,kalshi,a,2,nov,21,sun
1,1.57,mirpur_14,b,3,sep,11,wed
2,2.55,cantonment,f,2,feb,23,wed
2,2.03,cantonment,c,2,nov,26,fri
2,2.28,kalshi,b,3,jul,12,mon
